pm_id,title,pmc_id,authors,doi,keywords,mesh_ids,mesh_terms,project_serial_num,journal_name,publication_year
36948314,Stabilization of SARS-CoV-2 RNA in wastewater via rapid RNA extraction.,PMC10028336,"""Torabi S, Amirsoleimani A, Dehghan Banadaki M, Strike WD, Rockward A, Noble A, Liversedge M, Keck JW, Berry SM""",doi:10.1016/j.scitotenv.2023.162992,"""COVID-19, Degradation, RNA stabilization, Temperature, Wastewater""","""D006801, D000086382, D012367, D000086402, D062065, D004560""","""Humans, COVID-19, RNA, Viral, SARS-CoV-2, Wastewater, Electricity""",DA053903,The Science of the total environment,2023
36875746,Improving wastewater-based epidemiology performance through streamlined automation.,PMC9970922,"""Dehghan Banadaki M, Torabi S, Strike WD, Noble A, Keck JW, Berry SM""",doi:10.1016/j.jece.2023.109595,"""Automation, COVID-19, SARS-CoV-2, Wastewater, Wastewater-based epidemiology""",,,DA053903,Journal of environmental chemical engineering,2023
36356276,"Wastewater Surveillance-""Messy"" Science With Public Health Potential.",PMC9755940,"""Keck JW, Berry SM""",doi:10.2105/AJPH.2022.307141,,"""D006801, D011634, D000079686, D062065, D058873""","""Humans, Public Health, Wastewater-Based Epidemiological Monitoring, Wastewater, Pandemics""",DA053903,American journal of public health,2023
37552725,Development and Validation of a Simplified Method for Analysis of SARS-CoV-2 RNA in University Dormitories.,PMC9115885,"""Strike W, Amirsoleimani A, Olaleye A, Noble A, Lewis K, Faulkner L, Backus S, Lindeman S, Eterovich K, Fraley M, Dehghan Banadaki M, Torabi S, Rockward A, Zeitlow E, Liversedge M, Keck J, Berry S""",doi:10.1021/acsestwater.2c00044,,,,DA053903,ACS ES&T water,2022
37054986,US National Institutes of Health Prioritization of SARS-CoV-2 Variants.,PMC10124642,"""Turner S, Alisoltani A, Bratt D, Cohen-Lavi L, Dearlove BL, Drosten C, Fischer WM, Fouchier RAM, Gonzalez-Reiche AS, Jaroszewski L, Khalil Z, LeGresley E, Johnson M, Jones TC, Mühlemann B, ""OConnor D"", Sedova M, Shukla M, Theiler J, Wallace ZS, Yoon H, Zhang Y, van Bakel H, Degrace MM, Ghedin E, Godzik A, Hertz T, Korber B, Lemieux J, Niewiadomska AM, Post DJ, Rolland M, Scheuermann R, Smith DJ""",doi:10.3201/eid2905.221646,"""2019 novel coronavirus disease, COVID-19, SARS-CoV-2, SARS-CoV-2 variants, US National Institute of Allergy and Infectious Diseases, US National Institutes of Health, computational biology, coronavirus disease, epidemiological monitoring, epidemiology, pandemic prevention and control, respiratory infections, severe acute respiratory syndrome coronavirus 2, viruses, zoonoses""","""D014481, D006801, D000086402, D000086382, D009316""","""United States, Humans, SARS-CoV-2, COVID-19, National Institutes of Health (U.S.)""",DA053893,Emerging infectious diseases,2023
35953484,SARS-CoV-2 and other respiratory pathogens are detected in continuous air samples from congregate settings.,PMC9366802,"""Ramuta MD, Newman CM, Brakefield SF, Stauss MR, Wiseman RW, Kita-Yarbro A, ""OConnor EJ"", Dahal N, Lim A, Poulsen KP, Safdar N, Marx JA, Accola MA, Rehrauer WM, Zimmer JA, Khubbar M, Beversdorf LJ, Boehm EC, Castañeda D, Rushford C, Gregory DA, Yao JD, Bhattacharyya S, Johnson MC, Aliota MT, Friedrich TC, ""OConnor DH"", ""OConnor SL""""",doi:10.1038/s41467-022-32406-w,,"""D000086382, D006801, D008910, D012367, D000086402, D014922""","""COVID-19, Humans, Minnesota, RNA, Viral, SARS-CoV-2, Wisconsin""",DA053893,Nature communications,2022
35830746,Identification and quantification of bioactive compounds suppressing SARS-CoV-2 signals in wastewater-based epidemiology surveillance.,PMC9253601,"""Bayati M, Hsieh HY, Hsu SY, Li C, Rogers E, Belenchia A, Zemmer SA, Blanc T, LePage C, Klutts J, Reynolds M, Semkiw E, Johnson HY, Foley T, Wieberg CG, Wenzel J, Lyddon T, LePique M, Rushford C, Salcedo B, Young K, Graham M, Suarez R, Ford A, Lei Z, Sumner L, Mooney BP, Wei X, Greenlief CM, Johnson MC, Lin CH""",doi:10.1016/j.watres.2022.118824,"""Detergents, Metabolomics, SARS-COV-2 suppression, Surfactants, Wastewater surveillance""","""D000086382, D006801, D012367, D000086402, D062065, D000079686""","""COVID-19, Humans, RNA, Viral, SARS-CoV-2, Wastewater, Wastewater-Based Epidemiological Monitoring""",DA053893,Water research,2022
35378751,SARS-CoV-2 and other respiratory pathogens are detected in continuous air samples from congregate settings.,PMC8978944,"""Ramuta MD, Newman CM, Brakefield SF, Stauss MR, Wiseman RW, Kita-Yarbro A, ""OConnor EJ"", Dahal N, Lim A, Poulsen KP, Safdar N, Marx JA, Accola MA, Rehrauer WM, Zimmer JA, Khubbar M, Beversdorf LJ, Boehm EC, Castañeda D, Rushford C, Gregory DA, Yao JD, Bhattacharyya S, Johnson MC, Aliota MT, Friedrich TC, ""OConnor DH"", ""OConnor SL""""",doi:10.1101/2022.03.29.22272716,,,,DA053893,medRxiv : the preprint server for health sciences,2022
35115523,Tracking cryptic SARS-CoV-2 lineages detected in NYC wastewater.,PMC8813986,"""Smyth DS, Trujillo M, Gregory DA, Cheung K, Gao A, Graham M, Guan Y, Guldenpfennig C, Hoxie I, Kannoly S, Kubota N, Lyddon TD, Markman M, Rushford C, San KM, Sompanya G, Spagnolo F, Suarez R, Teixeiro E, Daniels M, Johnson MC, Dennehy JJ""",doi:10.1038/s41467-022-28246-3,,"""D000328, D000368, D000818, D000911, D057134, D000914, D000086382, D005260, D014644, D059014, D006801, D008297, D051379, D008875, D009154, D009519, D011485, D051381, D000086402, D064370, D062065, D014871, D055815""","""Adult, Aged, Animals, Antibodies, Monoclonal, Antibodies, Neutralizing, Antibodies, Viral, COVID-19, Female, Genetic Variation, High-Throughput Nucleotide Sequencing, Humans, Male, Mice, Middle Aged, Mutation, New York City, Protein Binding, Rats, SARS-CoV-2, Spike Glycoprotein, Coronavirus, Wastewater, Water Microbiology, Young Adult""",DA053893,Nature communications,2022
35051130,"Notes from the Field: Early Evidence of the SARS-CoV-2 B.1.1.529 (Omicron) Variant in Community Wastewater - United States, November-December 2021.",PMC8774157,"""Kirby AE, Welsh RM, Marsh ZA, Yu AT, Vugia DJ, Boehm AB, Wolfe MK, White BJ, Matzinger SR, Wheeler A, Bankers L, Andresen K, Salatas C, New York City Department of Environmental Protection, Gregory DA, Johnson MC, Trujillo M, Kannoly S, Smyth DS, Dennehy JJ, Sapoval N, Ensor K, Treangen T, Stadler LB, Hopkins L""",doi:10.15585/mmwr.mm7103a5,,"""D002140, D003120, D006801, D009519, D000086402, D013781, D062065, D000079686""","""California, Colorado, Humans, New York City, SARS-CoV-2, Texas, Wastewater, Wastewater-Based Epidemiological Monitoring""",DA053893,MMWR. Morbidity and mortality weekly report,2022
34452511,Monitoring SARS-CoV-2 Populations in Wastewater by Amplicon Sequencing and Using the Novel Program SAM Refiner.,PMC8402658,"""Gregory DA, Wieberg CG, Wenzel J, Lin CH, Johnson MC""",doi:10.3390/v13081647,"""coronavirus, metagenomics, molecular epidemiology, wastewater""","""D000465, D059014, D008923, D017720, D012367, D000086402, D017423, D012984, D064370, D062065, D000079686""","""Algorithms, High-Throughput Nucleotide Sequencing, Missouri, Molecular Epidemiology, RNA, Viral, SARS-CoV-2, Sequence Analysis, RNA, Software, Spike Glycoprotein, Coronavirus, Wastewater, Wastewater-Based Epidemiological Monitoring""",DA053893,Viruses,2021
37098909,"Rhizobium Phage-Like Microvirus Genome Sequence Identified in Wastewater in Arizona, USA, in November 2020 Encodes an Endolysin and a Putative Multiheme Cytochrome c-like Protein.",PMC10190252,"""Chapman AR, Wright JM, Kaiser NA, Jones PM, Driver EM, Halden RU, Varsani A, Scotch M, Faleye TOC""",doi:10.1128/mra.00069-23,,,,LM013129,Microbiology resource announcements,2023
36493788,"Leveraging an established neighbourhood-level, open access wastewater monitoring network to address public health priorities: a population-based study.",PMC9725778,"""Bowes DA, Driver EM, Kraberger S, Fontenele RS, Holland LA, Wright J, Johnston B, Savic S, Engstrom Newell M, Adhikari S, Kumar R, Goetz H, Binsfeld A, Nessi K, Watkins P, Mahant A, Zevitz J, Deitrick S, Brown P, Dalton R, Garcia C, Inchausti R, Holmes W, Tian XJ, Varsani A, Lim ES, Scotch M, Halden RU""",doi:10.1016/S2666-5247(22)00289-0,,"""D006801, D022126, D000701, D000086382, D006292, D058873, D012107, D000086402, D014481, D062065""","""Humans, Access to Information, Analgesics, Opioid, COVID-19, Health Priorities, Pandemics, Research Design, SARS-CoV-2, United States, Wastewater""",LM013129,The Lancet. Microbe,2023
36287087,"Complete Coding Sequences of Rhinovirus Types A46, A39, C56, and C48.",PMC9671028,"""Collins CL, Faleye TOC, Kraberger S, Fontenele RS, Adams D, Adhikari S, Sandrolini H, Finnerty S, Halden RU, Scotch M, Varsani A""",doi:10.1128/mra.00680-22,,,,LM013129,Microbiology resource announcements,2022
36203558,Impact of sample clarification by size exclusion on virus detection and diversity in wastewater-based epidemiology.,PMC9536034,"""Faleye TOC, Skidmore P, Elyaderani A, Adhikari S, Kaiser N, Smith A, Yanez A, Perleberg T, Driver EM, Halden RU, Varsani A, Scotch M""",doi:10.1101/2022.09.25.22280344,"""Adenovirus 41, High-throughput nucleotide sequencing, Picornaviridae, Sample clarification by size fractionation, Wastewater-based epidemiological monitoring""",,,LM013129,medRxiv : the preprint server for health sciences,2022
36168937,Surveillance of rhinovirus diversity among a university community identifies multiple types from all three species including an unassigned rhinovirus A genotype.,PMC9835438,"""Faleye TOC, Elyaderani A, Skidmore P, Adhikari S, Smith A, Kaiser N, Sandrolini H, Finnerty S, Halden RU, Varsani A, Scotch M""",doi:10.1111/irv.13057,"""Southwestern United States, high-throughput nucleotide sequencing, population surveillance, rhinovirus, student health services""","""D006801, D012229, D012141, D014495, D010850, D004769, D014777, D005838""","""Humans, Rhinovirus, Respiratory Tract Infections, Universities, Picornaviridae Infections, Enterovirus Infections, Virus Diseases, Genotype""",LM013129,Influenza and other respiratory viruses,2023
36043869,"Genome Sequence of a Microvirus Recovered from Wastewater in Arizona, USA, in October 2020, Encodes a Previously Undescribed DNA-Binding Protein.",PMC9584320,"""Smith A, Kaiser N, Yanez A, Perleberg T, Elyaderani A, Skidmore P, Adhikari S, Driver EM, Halden RU, Varsani A, Scotch M, Faleye TOC""",doi:10.1128/mra.00337-22,,,,LM013129,Microbiology resource announcements,2022
35972248,"Genome Sequences of Anelloviruses, Genomovirus, and Papillomavirus Isolated from Nasal Pharyngeal Swabs.",PMC9476932,"""Collins CL, Kraberger S, Fontenele RS, Faleye TOC, Adams D, Adhikari S, Sandrolini H, Finnerty S, Halden RU, Scotch M, Varsani A""",doi:10.1128/mra.00681-22,,,,LM013129,Microbiology resource announcements,2022
35714764,"Canine picornaviruses detected in wastewater in Arizona, USA 2019 and 2021.",PMC9482372,"""Faleye TOC, Skidmore PT, Elyaderani A, Smith A, Kaiser N, Adhikari S, Yanez A, Perleberg T, Driver EM, Halden RU, Varsani A, Scotch M""",doi:10.1016/j.meegid.2022.105315,"""Arizona, Canine picornavirus, USA, Virus surveillance, Wastewater-based epidemiology""","""D000818, D001130, D004285, D006801, D010802, D010849, D062065""","""Animals, Arizona, Dogs, Humans, Phylogeny, Picornaviridae, Wastewater""",LM013129,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",2022
35475464,"Detection of human, porcine and canine picornaviruses in municipal sewage sludge using pan-enterovirus amplicon-based long-read Illumina sequencing.",PMC9132413,"""Faleye TOC, Driver EM, Bowes DA, Holm RH, Talley D, Yeager R, Bhatnagar A, Smith T, Varsani A, Halden RU, Scotch M""",doi:10.1080/22221751.2022.2071173,"""Kentucky, One Health, Picornaviridae, high-throughput nucleotide sequencing, wastewater-based epidemiological monitoring""","""D000818, D000956, D004285, D004770, D004769, D059014, D006801, D010849, D012722, D013552""","""Animals, Antigens, Viral, Dogs, Enterovirus, Enterovirus Infections, High-Throughput Nucleotide Sequencing, Humans, Picornaviridae, Sewage, Swine""",LM013129,Emerging microbes & infections,2022
34607084,High-throughput sequencing of SARS-CoV-2 in wastewater provides insights into circulating variants.,PMC8464352,"""Fontenele RS, Kraberger S, Hadfield J, Driver EM, Bowes D, Holland LA, Faleye TOC, Adhikari S, Kumar R, Inchausti R, Holmes WK, Deitrick S, Brown P, Duty D, Smith T, Bhatnagar A, Yeager RA 2nd, Holm RH, von Reitzenstein NH, Wheeler E, Dixon K, Constantine T, Wilson MA, Lim ES, Jiang X, Halden RU, Scotch M, Varsani A""",doi:10.1016/j.watres.2021.117710,"""High-throughput sequencing, SARS-CoV-2, Surveillance, Wastewater, Wastewater-based epidemiology""","""D000086382, D059014, D006801, D058873, D000086402, D062065""","""COVID-19, High-Throughput Nucleotide Sequencing, Humans, Pandemics, SARS-CoV-2, Wastewater""",LM013129,Water research,2021
34578384,"Wastewater-Based Epidemiology and Long-Read Sequencing to Identify Enterovirus Circulation in Three Municipalities in Maricopa County, Arizona, Southwest United States between June and October 2020.",PMC8472758,"""Faleye TOC, Bowes DA, Driver EM, Adhikari S, Adams D, Varsani A, Halden RU, Scotch M""",doi:10.3390/v13091803,"""Arizona, Enterovirus C, environmental monitoring, high-throughput nucleotide sequencing, human, wastewater-based epidemiological monitoring""","""D001130, D004770, D004769, D059014, D049674, D006801, D010802, D012367, D012621, D062065, D000079686, D014871""","""Arizona, Enterovirus, Enterovirus Infections, High-Throughput Nucleotide Sequencing, History, 21st Century, Humans, Phylogeny, RNA, Viral, Seasons, Wastewater, Wastewater-Based Epidemiological Monitoring, Water Microbiology""",LM013129,Viruses,2021
34388979,Use of hemagglutinin and neuraminidase amplicon-based high-throughput sequencing with variant analysis to detect co-infection and resolve identical consensus sequences of seasonal influenza in a university setting.,PMC8360813,"""Faleye TOC, Adams D, Adhikari S, Sandrolini H, Halden RU, Varsani A, Scotch M""",doi:10.1186/s12879-021-06526-5,"""Arizona, HTS, Influenza virus, Local transmission, Orthomyxoviridae, Variant analysis""","""D060085, D016384, D014644, D019267, D006388, D059014, D006801, D053118, D007251, D009439, D010802, D012621""","""Coinfection, Consensus Sequence, Genetic Variation, Hemagglutinin Glycoproteins, Influenza Virus, Hemagglutinins, High-Throughput Nucleotide Sequencing, Humans, Influenza A Virus, H1N1 Subtype, Influenza, Human, Neuraminidase, Phylogeny, Seasons""",LM013129,BMC infectious diseases,2021
33501452,High-throughput sequencing of SARS-CoV-2 in wastewater provides insights into circulating variants.,PMC7836124,"""Fontenele RS, Kraberger S, Hadfield J, Driver EM, Bowes D, Holland LA, Faleye TOC, Adhikari S, Kumar R, Inchausti R, Holmes WK, Deitrick S, Brown P, Duty D, Smith T, Bhatnagar A, Yeager RA 2nd, Holm RH, von Reitzenstein NH, Wheeler E, Dixon K, Constantine T, Wilson MA, Lim ES, Jiang X, Halden RU, Scotch M, Varsani A""",doi:10.1101/2021.01.22.21250320,,,,LM013129,medRxiv : the preprint server for health sciences,2021
33430521,Pan-Enterovirus Amplicon-Based High-Throughput Sequencing Detects the Complete Capsid of a EVA71 Genotype C1 Variant via Wastewater-Based Epidemiology in Arizona.,PMC7827028,"""Faleye TOC, Driver E, Bowes D, Adhikari S, Adams D, Varsani A, Halden RU, Scotch M""",doi:10.3390/v13010074,"""Arizona, Enterovirus A, human, molecular epidemiology, poliomyelitis, wastewater""","""D001130, D002213, D036022, D029821, D004769, D059014, D006801, D017720, D058873, D010802, D062065, D000079686""","""Arizona, Capsid, Capsid Proteins, Enterovirus A, Human, Enterovirus Infections, High-Throughput Nucleotide Sequencing, Humans, Molecular Epidemiology, Pandemics, Phylogeny, Wastewater, Wastewater-Based Epidemiological Monitoring""",LM013129,Viruses,2021
32527776,Coding-Complete Genome Sequence of a Human Respirovirus 1 Strain from a Clinical Sample in Arizona.,PMC7291101,"""Scotch M, Halden RU, Denton A, Sandrolini H, Fontenele RS, Varsani A""",doi:10.1128/MRA.00465-20,,,,LM013129,Microbiology resource announcements,2020
32357959,An 81-Nucleotide Deletion in SARS-CoV-2 ORF7a Identified from Sentinel Surveillance in Arizona (January to March 2020).,PMC7343219,"""Holland LA, Kaelin EA, Maqsood R, Estifanos B, Wu LI, Varsani A, Halden RU, Hogue BG, Scotch M, Lim ES""",doi:10.1128/JVI.00711-20,"""COVID-19, ORF7a, SARS-CoV-2""","""D001130, D000073640, D000086382, D018352, D019143, D016679, D006801, D058873, D011024, D000086402, D018571, D017384, D014764""","""Arizona, Betacoronavirus, COVID-19, Coronavirus Infections, Evolution, Molecular, Genome, Viral, Humans, Pandemics, Pneumonia, Viral, SARS-CoV-2, Sentinel Surveillance, Sequence Deletion, Viral Proteins""",LM013129,Journal of virology,2020
35749532,"Evaluating the impact of sample storage, handling, and technical ability on the decay and recovery of SARS-CoV-2 in wastewater.",PMC9232146,"""Beattie RE, Blackwood AD, Clerkin T, Dinga C, Noble RT""",doi:10.1371/journal.pone.0270659,,"""D000086382, D006801, D058873, D012367, D000086402, D062065, D000079686""","""COVID-19, Humans, Pandemics, RNA, Viral, SARS-CoV-2, Wastewater, Wastewater-Based Epidemiological Monitoring""",DA053899,PloS one,2022
37609241,Enhancing Fairness in Disease Prediction by Optimizing Multiple Domain Adversarial Networks.,PMC10441334,"""Li B, Shi X, Gao H, Jinag X, Zhang K, Harmanci AO, Malin B""",doi:10.1101/2023.08.04.551906,,,,LM013755,bioRxiv : the preprint server for biology,2023
36916740,"Blockchain-enabled immutable, distributed, and highly available clinical research activity logging system for federated COVID-19 data analysis from multiple institutions.",PMC10198529,"""Kuo TT, Pham A, Edelson ME, Kim J, Chan J, Gupta Y, Ohno-Machado L, R2D2 Consortium""",doi:10.1093/jamia/ocad049,"""COVID-19, blockchain distributed ledger technology, clinical information systems, decision support systems, electronic health record""","""D006801, D000081186, D000086382, D012106""","""Humans, Blockchain, COVID-19, Research""",LM013755,Journal of the American Medical Informatics Association : JAMIA,2023
36823331,"Outbreak.info Research Library: a standardized, searchable platform to discover and explore COVID-19 resources.",PMC10393269,"""Tsueng G, Mullen JL, Alkuzweny M, Cano M, Rush B, Haag E, Lin J, Welzel DJ, Zhou X, Qian Z, Latif AA, Hufbauer E, Zeller M, Andersen KG, Wu C, Su AI, Gangavarapu K, Hughes LD""",doi:10.1038/s41592-023-01770-w,,"""D006801, D000086382, D000086402, D004196""","""Humans, COVID-19, SARS-CoV-2, Disease Outbreaks""",LM013755,Nature methods,2023
